Contig,Organism,Size,dim1,dim2,dim3
091029_29larger_00004_10000,2000,OctSpA1SCG,-40.700037,263.19069,66.174794
091029_29larger_00004_11000,2000,OctSpA1SCG,-7.897449,280.67571,81.14414
091029_29larger_00004_12000,2000,OctSpA1SCG,-7.725627,283.57378,68.23754
091029_29larger_00004_13000,2000,OctSpA1SCG,-12.464963,239.18349,55.18156
091029_29larger_00004_14000,2000,OctSpA1SCG,0.64468376,182.03745,41.176912
091029_29larger_00004_15000,2000,OctSpA1SCG,-10.186351,180.00843,67.012435
091029_29larger_00004_16000,2000,OctSpA1SCG,-33.40694,212.83206,97.85321
091029_29larger_00004_17000,2000,OctSpA1SCG,-50.476041,226.26051,84.17535
091029_29larger_00004_18000,2000,OctSpA1SCG,-45.30337,206.83474,111.37854
091029_29larger_00004_19000,1743,OctSpA1SCG,-54.175093,200.05475,108.58421
091029_29larger_00004_2000,2000,OctSpA1SCG,-69.139364,260.16403,72.69976
091029_29larger_00004_3000,2000,OctSpA1SCG,-34.936944,235.84043,82.1443
091029_29larger_00004_4000,2000,OctSpA1SCG,-7.629909,231.28875,94.16008
091029_29larger_00004_5000,2000,OctSpA1SCG,-20.478388,225.98604,67.193966
091029_29larger_00004_6000,2000,OctSpA1SCG,-12.453427,241.2781,48.637561
091029_29larger_00004_7000,2000,OctSpA1SCG,-3.1042585,205.64957,56.382998
091029_29larger_00004_8000,2000,OctSpA1SCG,-30.065133,160.06312,69.662649
091029_29larger_00004_9000,2000,OctSpA1SCG,-50.492281,207.0901,74.87088
091029_29larger_00007_0,2000,OctSpA1SCG,-40.734932,249.98001,34.477002
091029_29larger_00007_1000,2000,OctSpA1SCG,-52.518144,225.03194,71.13694
091029_29larger_00007_10000,2000,OctSpA1SCG,-54.301212,230.06683,67.828292
091029_29larger_00007_11000,2000,OctSpA1SCG,-113.93144,234.76096,76.05234
091029_29larger_00007_12000,2000,OctSpA1SCG,22.404522,120.35212,55.706385
091029_29larger_00007_13000,2000,OctSpA1SCG,115.99133,34.628636,36.266762
091029_29larger_00007_14000,2000,OctSpA1SCG,82.1597,81.58542,47.119205
091029_29larger_00007_15000,2000,OctSpA1SCG,105.11102,77.30191,20.28271
091029_29larger_00007_16000,2000,OctSpA1SCG,195.53044,26.436781,-24.464237
091029_29larger_00007_17000,1213,OctSpA1SCG,285.27373,2.123786,-22.727047
091029_29larger_00007_2000,2000,OctSpA1SCG,-84.77308,137.95068,102.59585
091029_29larger_00007_3000,2000,OctSpA1SCG,-150.27229,112.80955,66.858435
091029_29larger_00007_4000,2000,OctSpA1SCG,-175.56903,200.26979,33.588506
091029_29larger_00007_5000,2000,OctSpA1SCG,-161.08036,194.74077,71.04111
091029_29larger_00007_6000,2000,OctSpA1SCG,-94.1542,148.21646,104.57881
091029_29larger_00007_7000,2000,OctSpA1SCG,-74.60943,239.27358,79.41703
091029_29larger_00007_8000,2000,OctSpA1SCG,-63.667254,259.84056,95.627
091029_29larger_00007_9000,2000,OctSpA1SCG,-23.569056,220.72113,100.06507
091029_29larger_00008_0,2000,OctSpA1SCG,-57.85304,249.19741,77.03493
091029_29larger_00008_1000,2000,OctSpA1SCG,-52.916045,262.62418,87.58694
091029_29larger_00008_10000,2000,OctSpA1SCG,-170.93223,160.01923,41.415297
091029_29larger_00008_11000,2000,OctSpA1SCG,-104.68815,150.94429,100.00725
091029_29larger_00008_12000,2000,OctSpA1SCG,-40.930519,181.78608,102.70918
091029_29larger_00008_13000,2000,OctSpA1SCG,-78.36192,218.51746,82.93005
091029_29larger_00008_14000,2000,OctSpA1SCG,-88.89517,229.01781,68.520655
091029_29larger_00008_15000,1116,OctSpA1SCG,-39.542405,242.14939,36.58704
091029_29larger_00008_2000,2000,OctSpA1SCG,-42.828632,242.6571,109.29709
091029_29larger_00008_3000,2000,OctSpA1SCG,-52.49531,273.89166,110.03153
091029_29larger_00008_4000,2000,OctSpA1SCG,-43.053206,286.40934,76.20606
091029_29larger_00008_5000,2000,OctSpA1SCG,-44.316153,255.04367,34.616141
091029_29larger_00008_6000,2000,OctSpA1SCG,-53.062744,200.46173,40.238457
091029_29larger_00008_7000,2000,OctSpA1SCG,-111.40843,134.14989,71.20358
091029_29larger_00008_8000,2000,OctSpA1SCG,-188.88429,123.3575,60.26909
091029_29larger_00008_9000,2000,OctSpA1SCG,-198.11281,151.00197,38.340694
091029_29larger_00009_0,2000,OctSpA1SCG,-38.99364,282.17483,76.73449
091029_29larger_00009_1000,2000,OctSpA1SCG,-37.157148,263.4555,76.52974
091029_29larger_00009_10000,2000,OctSpA1SCG,14.687008,242.18978,81.59872
091029_29larger_00009_11000,2000,OctSpA1SCG,8.09571,256.78289,80.61508
091029_29larger_00009_12000,2000,OctSpA1SCG,-2.9696457,283.02113,58.630054
091029_29larger_00009_13000,2000,OctSpA1SCG,-10.26606,272.10575,87.03443
091029_29larger_00009_14000,1757,OctSpA1SCG,-16.056656,254.56956,120.51011
091029_29larger_00009_2000,2000,OctSpA1SCG,-20.295156,249.90889,93.71432
091029_29larger_00009_3000,2000,OctSpA1SCG,-26.149648,244.9846,97.13487
091029_29larger_00009_4000,2000,OctSpA1SCG,-26.13212,254.66616,78.42506
091029_29larger_00009_5000,2000,OctSpA1SCG,0.045172806,283.76775,71.46188
091029_29larger_00009_6000,2000,OctSpA1SCG,10.627575,293.4449,85.10285
091029_29larger_00009_7000,2000,OctSpA1SCG,39.314975,263.7677,67.954075
091029_29larger_00009_8000,2000,OctSpA1SCG,52.949715,259.32886,69.126722
091029_29larger_00009_9000,2000,OctSpA1SCG,21.517293,252.88802,72.92894
091029_29larger_00010_0,2000,OctSpA1SCG,-16.5949,195.66225,95.86213
091029_29larger_00010_1000,2000,OctSpA1SCG,-32.971561,172.93003,86.17805
091029_29larger_00010_10000,2000,OctSpA1SCG,0.2115953,237.2839,97.97256
091029_29larger_00010_11000,2000,OctSpA1SCG,1.1063157,198.00732,88.75958
091029_29larger_00010_12000,2000,OctSpA1SCG,-27.313041,247.67694,81.14561
091029_29larger_00010_13000,1946,OctSpA1SCG,3.7658369,290.05991,66.669596
091029_29larger_00010_2000,2000,OctSpA1SCG,-50.784881,225.89861,88.91771
091029_29larger_00010_3000,2000,OctSpA1SCG,-45.226608,264.14724,87.44386
091029_29larger_00010_4000,2000,OctSpA1SCG,-37.567845,249.01324,94.64777
091029_29larger_00010_5000,2000,OctSpA1SCG,-34.110027,242.39691,112.10591
091029_29larger_00010_6000,2000,OctSpA1SCG,-37.464399,217.87325,111.99258
091029_29larger_00010_7000,2000,OctSpA1SCG,-35.771022,243.50984,77.15169
091029_29larger_00010_8000,2000,OctSpA1SCG,-41.480768,294.24227,78.62372
091029_29larger_00010_9000,2000,OctSpA1SCG,-30.746562,287.81368,110.43949
091029_29larger_00011_0,2000,OctSpA1SCG,-80.85266,302.76337,48.254535
091029_29larger_00011_1000,2000,OctSpA1SCG,-41.599404,300.55053,53.522028
091029_29larger_00011_10000,2000,OctSpA1SCG,5.6609714,154.36722,34.238939
091029_29larger_00011_11000,2000,OctSpA1SCG,-41.034462,195.51343,38.804087
091029_29larger_00011_12000,2000,OctSpA1SCG,-44.005955,246.79172,41.591172
091029_29larger_00011_13000,1883,OctSpA1SCG,-36.497769,253.08185,56.137704
091029_29larger_00011_2000,2000,OctSpA1SCG,-34.841107,280.69643,83.9069
091029_29larger_00011_3000,2000,OctSpA1SCG,-37.139536,260.30172,69.791736
091029_29larger_00011_4000,2000,OctSpA1SCG,-15.544557,227.09729,64.629166
091029_29larger_00011_5000,2000,OctSpA1SCG,-27.977943,230.89759,57.500429
091029_29larger_00011_6000,2000,OctSpA1SCG,-44.022055,254.73203,101.70027
091029_29larger_00011_7000,2000,OctSpA1SCG,-14.625618,227.2165,124.07696
091029_29larger_00011_8000,2000,OctSpA1SCG,-1.2377827,199.62614,68.839631
091029_29larger_00011_9000,2000,OctSpA1SCG,18.101146,155.35212,41.529138
091029_29larger_00012_0,2000,OctSpA1SCG,-33.061441,197.20358,121.01523
091029_29larger_00012_1000,2000,OctSpA1SCG,-37.034795,225.79977,118.05066
091029_29larger_00012_10000,2000,OctSpA1SCG,11.227762,207.74908,51.50936
091029_29larger_00012_11000,2000,OctSpA1SCG,-26.240767,206.92763,82.80209
091029_29larger_00012_12000,2000,OctSpA1SCG,-40.29795,190.9936,98.30149
091029_29larger_00012_13000,1352,OctSpA1SCG,-52.626189,177.55052,103.40379
091029_29larger_00012_2000,2000,OctSpA1SCG,-46.762401,216.73876,123.52515
091029_29larger_00012_3000,2000,OctSpA1SCG,-24.31114,157.13607,138.47939
091029_29larger_00012_4000,2000,OctSpA1SCG,-2.2141322,137.67404,110.24216
091029_29larger_00012_5000,2000,OctSpA1SCG,-4.0743234,179.79983,125.79413
091029_29larger_00012_6000,2000,OctSpA1SCG,24.688006,181.86574,160.6304
091029_29larger_00012_7000,2000,OctSpA1SCG,25.180554,155.29241,103.78613
091029_29larger_00012_8000,2000,OctSpA1SCG,12.808271,142.56095,83.18485
091029_29larger_00012_9000,2000,OctSpA1SCG,39.912439,153.67702,70.09345
091029_29larger_00015_0,2000,OctSpA1SCG,-49.908523,243.97023,59.019184
091029_29larger_00015_1000,2000,OctSpA1SCG,-11.41182,226.84312,76.87841
091029_29larger_00015_10000,2000,OctSpA1SCG,-71.77254,235.55014,65.227372
091029_29larger_00015_11000,1587,OctSpA1SCG,-71.73341,263.21134,66.286654
091029_29larger_00015_2000,2000,OctSpA1SCG,9.507876,235.69511,81.9868
091029_29larger_00015_3000,2000,OctSpA1SCG,-15.354388,259.63868,63.77903
091029_29larger_00015_4000,2000,OctSpA1SCG,-21.270186,252.01778,81.40419
091029_29larger_00015_5000,2000,OctSpA1SCG,-43.023253,255.49349,78.90421
091029_29larger_00015_6000,2000,OctSpA1SCG,-46.12923,247.43901,77.15386
091029_29larger_00015_7000,2000,OctSpA1SCG,-15.415974,232.97162,79.68821
091029_29larger_00015_8000,2000,OctSpA1SCG,-14.192311,219.43516,68.769925
091029_29larger_00015_9000,2000,OctSpA1SCG,-49.821541,201.70374,72.24042
091029_29larger_00016_0,2000,OctSpA1SCG,-60.208764,281.03593,31.77475
091029_29larger_00016_1000,2000,OctSpA1SCG,-45.595634,223.70257,65.261665
091029_29larger_00016_10000,2000,OctSpA1SCG,-60.290426,230.48816,86.2799
091029_29larger_00016_11000,1319,OctSpA1SCG,-69.820184,235.47146,113.31355
091029_29larger_00016_2000,2000,OctSpA1SCG,-38.629136,227.53409,81.11838
091029_29larger_00016_3000,2000,OctSpA1SCG,-27.866111,230.66407,115.857
091029_29larger_00016_4000,2000,OctSpA1SCG,3.0662387,215.53497,112.41699
091029_29larger_00016_5000,2000,OctSpA1SCG,-22.758449,248.68641,67.42694
091029_29larger_00016_6000,2000,OctSpA1SCG,-44.060933,238.22603,53.884796
091029_29larger_00016_7000,2000,OctSpA1SCG,-20.26815,238.40229,60.774504
091029_29larger_00016_8000,2000,OctSpA1SCG,-38.93806,272.15741,36.250487
091029_29larger_00016_9000,2000,OctSpA1SCG,-67.863887,251.76263,34.751759
091029_29larger_00018_0,2000,OctSpA1SCG,-33.618669,166.13408,119.21917
091029_29larger_00018_1000,2000,OctSpA1SCG,7.266049,147.85862,71.76988
091029_29larger_00018_10000,1925,OctSpA1SCG,-53.293352,223.70789,77.93982
091029_29larger_00018_2000,2000,OctSpA1SCG,-22.806077,207.85674,44.683625
091029_29larger_00018_3000,2000,OctSpA1SCG,-73.35902,262.07811,50.874621
091029_29larger_00018_4000,2000,OctSpA1SCG,-59.252732,274.90827,44.384011
091029_29larger_00018_5000,2000,OctSpA1SCG,-50.100764,272.8047,56.12243
091029_29larger_00018_6000,2000,OctSpA1SCG,-61.255404,230.6682,65.810388
091029_29larger_00018_7000,2000,OctSpA1SCG,-63.874314,197.85633,55.566721
091029_29larger_00018_8000,2000,OctSpA1SCG,-73.86456,203.07154,56.651518
091029_29larger_00018_9000,2000,OctSpA1SCG,-71.39188,226.90745,69.917974
091029_29larger_00019_0,2000,OctSpA1SCG,-20.863269,270.8223,82.48534
091029_29larger_00019_1000,2000,OctSpA1SCG,-9.435076,244.38036,59.381441
091029_29larger_00019_10000,1624,OctSpA1SCG,-16.046254,214.43156,99.18321
091029_29larger_00019_2000,2000,OctSpA1SCG,2.5518626,281.06771,43.851164
091029_29larger_00019_3000,2000,OctSpA1SCG,-32.627861,295.25307,62.496672
091029_29larger_00019_4000,2000,OctSpA1SCG,-74.95187,248.3145,72.13101
091029_29larger_00019_5000,2000,OctSpA1SCG,-56.13909,231.82446,105.9268
091029_29larger_00019_6000,2000,OctSpA1SCG,-31.028158,239.37704,87.0562
091029_29larger_00019_7000,2000,OctSpA1SCG,-14.296933,227.05319,19.557048
091029_29larger_00019_8000,2000,OctSpA1SCG,-6.9203071,219.56228,45.678682
091029_29larger_00019_9000,2000,OctSpA1SCG,-10.063053,222.26071,91.19663
091029_29larger_00020_0,2000,OctSpA1SCG,-163.17777,138.40848,110.54834
091029_29larger_00020_1000,2000,OctSpA1SCG,-124.663,144.02122,135.74925
091029_29larger_00020_10000,1556,OctSpA1SCG,14.423759,252.93184,112.45892
091029_29larger_00020_2000,2000,OctSpA1SCG,-140.68656,173.08606,103.35283
091029_29larger_00020_3000,2000,OctSpA1SCG,-138.20394,189.88053,84.24262
091029_29larger_00020_4000,2000,OctSpA1SCG,-118.02329,165.61475,91.18452
091029_29larger_00020_5000,2000,OctSpA1SCG,-163.52924,168.84077,88.43954
091029_29larger_00020_6000,2000,OctSpA1SCG,-200.86045,160.22069,102.05356
091029_29larger_00020_7000,2000,OctSpA1SCG,-194.76016,105.238,104.66715
091029_29larger_00020_8000,2000,OctSpA1SCG,-136.00811,125.60114,74.75132
091029_29larger_00020_9000,2000,OctSpA1SCG,-30.679054,215.30607,95.96552
091029_29larger_00021_0,2000,OctSpA1SCG,-17.736523,232.8536,46.271449
091029_29larger_00021_1000,2000,OctSpA1SCG,-37.359378,225.78367,75.56101
091029_29larger_00021_10000,1453,OctSpA1SCG,-40.659934,216.82808,93.50481
091029_29larger_00021_2000,2000,OctSpA1SCG,22.926295,237.09259,72.14725
091029_29larger_00021_3000,2000,OctSpA1SCG,22.300019,277.07645,54.359473
091029_29larger_00021_4000,2000,OctSpA1SCG,-28.561064,264.38244,75.37481
091029_29larger_00021_5000,2000,OctSpA1SCG,-35.663635,266.89215,79.91137
091029_29larger_00021_6000,2000,OctSpA1SCG,-22.45782,257.64277,74.85933
091029_29larger_00021_7000,2000,OctSpA1SCG,-26.685344,251.21859,85.93739
091029_29larger_00021_8000,2000,OctSpA1SCG,-30.063222,255.61032,67.6025
091029_29larger_00021_9000,2000,OctSpA1SCG,-33.672898,222.43704,58.543289
091029_29larger_00022_0,2000,OctSpA1SCG,-39.238066,238.87514,98.4004
091029_29larger_00022_1000,2000,OctSpA1SCG,-38.939229,231.91399,100.98193
091029_29larger_00022_10000,1453,OctSpA1SCG,47.521047,234.57,58.642836
091029_29larger_00022_2000,2000,OctSpA1SCG,-21.847273,240.72615,95.07883
091029_29larger_00022_3000,2000,OctSpA1SCG,-4.088161,215.36473,33.738117
091029_29larger_00022_4000,2000,OctSpA1SCG,9.9218,189.90335,53.055975
091029_29larger_00022_5000,2000,OctSpA1SCG,-8.080051,191.47317,120.86844
091029_29larger_00022_6000,2000,OctSpA1SCG,-33.442409,195.25247,106.20022
091029_29larger_00022_7000,2000,OctSpA1SCG,-21.739403,191.61016,98.0133
091029_29larger_00022_8000,2000,OctSpA1SCG,-9.198588,219.80728,118.54836
091029_29larger_00022_9000,2000,OctSpA1SCG,19.893937,240.54457,86.98158
091029_29larger_00023_0,2000,OctSpA1SCG,-34.148443,116.67355,104.44203
091029_29larger_00023_1000,2000,OctSpA1SCG,-53.534684,174.99321,94.32248
091029_29larger_00023_10000,1006,OctSpA1SCG,0.69502335,228.82363,130.40902
091029_29larger_00023_2000,2000,OctSpA1SCG,-40.881862,213.04577,66.251752
091029_29larger_00023_3000,2000,OctSpA1SCG,-41.139343,240.17392,95.47048
091029_29larger_00023_4000,2000,OctSpA1SCG,-50.313746,238.83832,111.83634
091029_29larger_00023_5000,2000,OctSpA1SCG,-8.072988,220.21104,76.6766
091029_29larger_00023_6000,2000,OctSpA1SCG,-17.088043,234.98874,62.353466
091029_29larger_00023_7000,2000,OctSpA1SCG,-57.038324,237.20403,45.653965
091029_29larger_00023_8000,2000,OctSpA1SCG,-18.919887,220.35811,54.727218
091029_29larger_00023_9000,2000,OctSpA1SCG,11.920937,220.2753,99.58109
091029_29larger_00025_0,2000,OctSpA1SCG,18.487868,233.54856,73.79127
091029_29larger_00025_1000,2000,OctSpA1SCG,12.521089,260.07688,59.782121
091029_29larger_00025_2000,2000,OctSpA1SCG,-16.174683,274.19259,62.997585
091029_29larger_00025_3000,2000,OctSpA1SCG,-20.721365,269.82382,54.146477
091029_29larger_00025_4000,2000,OctSpA1SCG,-28.886627,253.87075,58.69213
091029_29larger_00025_5000,2000,OctSpA1SCG,-21.773073,233.42277,101.20089
091029_29larger_00025_6000,2000,OctSpA1SCG,-27.022044,247.95953,98.87591
091029_29larger_00025_7000,2000,OctSpA1SCG,-42.218176,271.10524,101.65519
091029_29larger_00025_8000,2000,OctSpA1SCG,-34.489728,241.6421,98.51681
091029_29larger_00025_9000,1862,OctSpA1SCG,-6.0366726,213.61669,80.23547
091029_29larger_00026_0,2000,OctSpA1SCG,-10.057453,215.74364,70.92813
091029_29larger_00026_1000,2000,OctSpA1SCG,-13.914551,221.82237,73.71987
091029_29larger_00026_2000,2000,OctSpA1SCG,-29.47658,246.31775,43.39552
091029_29larger_00026_3000,2000,OctSpA1SCG,-38.438547,226.43908,38.840557
091029_29larger_00026_4000,2000,OctSpA1SCG,-45.69943,211.3993,63.221046
091029_29larger_00026_5000,2000,OctSpA1SCG,-60.531198,204.77716,69.37483
091029_29larger_00026_6000,2000,OctSpA1SCG,-35.342664,188.46002,84.26341
091029_29larger_00026_7000,2000,OctSpA1SCG,0.63912513,143.86414,98.53781
091029_29larger_00026_8000,2000,OctSpA1SCG,-13.649489,134.4161,106.66866
091029_29larger_00026_9000,1741,OctSpA1SCG,-23.745428,199.77475,96.88518
091029_29larger_00027_0,2000,OctSpA1SCG,10.666635,184.88477,82.52489
091029_29larger_00027_1000,2000,OctSpA1SCG,-12.038992,239.05616,93.90213
091029_29larger_00027_2000,2000,OctSpA1SCG,-22.116493,227.30561,68.975536
091029_29larger_00027_3000,2000,OctSpA1SCG,-11.007486,207.79766,90.52239
091029_29larger_00027_4000,2000,OctSpA1SCG,-22.285739,210.93366,105.99589
091029_29larger_00027_5000,2000,OctSpA1SCG,-15.302203,197.71234,90.08433
091029_29larger_00027_6000,2000,OctSpA1SCG,-12.230113,227.89431,72.92075
091029_29larger_00027_7000,2000,OctSpA1SCG,-10.717035,258.23252,60.746217
091029_29larger_00027_8000,2000,OctSpA1SCG,5.3241048,252.749,62.379478
091029_29larger_00027_9000,1290,OctSpA1SCG,29.936011,262.37526,75.53126
091029_29larger_00028_0,2000,OctSpA1SCG,-38.670506,300.85006,99.61882
091029_29larger_00028_1000,2000,OctSpA1SCG,-7.394905,304.34411,46.540158
091029_29larger_00028_2000,2000,OctSpA1SCG,2.7547366,277.75734,64.331848
091029_29larger_00028_3000,2000,OctSpA1SCG,-8.337791,277.4527,70.66577
091029_29larger_00028_4000,2000,OctSpA1SCG,-11.844273,300.34193,27.467125
091029_29larger_00028_5000,2000,OctSpA1SCG,-13.068111,258.75661,18.851749
091029_29larger_00028_6000,2000,OctSpA1SCG,-33.281542,254.27248,41.81695
091029_29larger_00028_7000,2000,OctSpA1SCG,25.715977,272.02819,40.702501
091029_29larger_00028_8000,2000,OctSpA1SCG,57.91982,275.10833,45.216031
091029_29larger_00028_9000,1232,OctSpA1SCG,17.364648,308.10654,78.31229
091029_29larger_00029_0,2000,OctSpA1SCG,-39.569579,286.40416,60.158392
091029_29larger_00029_1000,2000,OctSpA1SCG,-29.390795,251.01965,39.536749
091029_29larger_00029_2000,2000,OctSpA1SCG,5.9730279,220.49342,87.91643
091029_29larger_00029_3000,2000,OctSpA1SCG,-19.044634,227.6526,127.90967
091029_29larger_00029_4000,2000,OctSpA1SCG,-61.808558,221.5633,89.90191
091029_29larger_00029_5000,2000,OctSpA1SCG,-52.50497,190.56639,88.14288
091029_29larger_00029_6000,2000,OctSpA1SCG,-75.09817,169.64647,68.788258
091029_29larger_00029_7000,2000,OctSpA1SCG,-62.33451,197.61826,67.230086
091029_29larger_00029_8000,1947,OctSpA1SCG,-46.067721,197.8088,70.72429
091029_29larger_00031_0,2000,OctSpA1SCG,-20.347257,219.41241,61.22865
091029_29larger_00031_1000,2000,OctSpA1SCG,-31.582446,242.29786,62.54521
091029_29larger_00031_2000,2000,OctSpA1SCG,-51.638216,271.17993,58.39162
091029_29larger_00031_3000,2000,OctSpA1SCG,-66.536526,322.67326,77.34195
091029_29larger_00031_4000,2000,OctSpA1SCG,-57.296988,288.27316,84.61726
091029_29larger_00031_5000,2000,OctSpA1SCG,-80.69124,148.38061,61.272841
091029_29larger_00031_6000,2000,OctSpA1SCG,-111.31344,69.569682,55.144782
091029_29larger_00031_7000,2000,OctSpA1SCG,-128.67155,109.65927,69.974772
091029_29larger_00031_8000,1821,OctSpA1SCG,-105.4676,216.54087,51.065574
091029_29larger_00032_0,2000,OctSpA1SCG,-51.597847,181.50664,70.95032
091029_29larger_00032_1000,2000,OctSpA1SCG,-71.3923,185.40921,49.792316
091029_29larger_00032_2000,2000,OctSpA1SCG,-76.42999,196.19313,55.895217
091029_29larger_00032_3000,2000,OctSpA1SCG,-48.594805,207.94781,92.72389
091029_29larger_00032_4000,2000,OctSpA1SCG,-86.10917,240.39043,88.70288
091029_29larger_00032_5000,2000,OctSpA1SCG,-70.29582,257.73517,58.572871
091029_29larger_00032_6000,2000,OctSpA1SCG,-18.15086,230.32905,65.038372
091029_29larger_00032_7000,2000,OctSpA1SCG,54.276306,170.35242,44.70116
091029_29larger_00032_8000,1737,OctSpA1SCG,85.56758,149.11358,36.207535
091029_29larger_00033_0,2000,OctSpA1SCG,-14.115472,237.26304,93.88239
091029_29larger_00033_1000,2000,OctSpA1SCG,11.928357,215.48513,94.16365
091029_29larger_00033_2000,2000,OctSpA1SCG,7.009058,246.23116,79.9708
091029_29larger_00033_3000,2000,OctSpA1SCG,-17.980767,274.76267,98.38297
091029_29larger_00033_4000,2000,OctSpA1SCG,-4.6172294,262.04787,118.90263
091029_29larger_00033_5000,2000,OctSpA1SCG,-16.881487,242.05951,100.16041
091029_29larger_00033_6000,2000,OctSpA1SCG,-48.184297,250.56136,89.92697
091029_29larger_00033_7000,2000,OctSpA1SCG,-12.36942,262.31884,86.57551
091029_29larger_00033_8000,1685,OctSpA1SCG,39.42589,267.27155,68.598551
091029_29larger_00034_0,2000,OctSpA1SCG,-62.459033,200.32117,118.50251
091029_29larger_00034_1000,2000,OctSpA1SCG,-76.4771,192.03072,114.62542
091029_29larger_00034_2000,2000,OctSpA1SCG,-59.992933,181.16189,103.27506
091029_29larger_00034_3000,2000,OctSpA1SCG,-36.609167,160.52029,127.84975
091029_29larger_00034_4000,2000,OctSpA1SCG,-38.876754,174.08412,119.06307
091029_29larger_00034_5000,2000,OctSpA1SCG,-49.648914,206.26998,89.1268
091029_29larger_00034_6000,2000,OctSpA1SCG,-71.20057,257.2395,77.14672
091029_29larger_00034_7000,2000,OctSpA1SCG,-71.18111,317.9176,73.96354
091029_29larger_00034_8000,1572,OctSpA1SCG,-42.015295,280.82915,69.992419
091029_29larger_00036_0,2000,OctSpA1SCG,-27.655215,219.16867,60.659095
091029_29larger_00036_1000,2000,OctSpA1SCG,-24.890698,183.2642,120.0591
091029_29larger_00036_2000,2000,OctSpA1SCG,-40.143313,192.09351,116.91827
091029_29larger_00036_3000,2000,OctSpA1SCG,-50.22934,189.58051,90.04758
091029_29larger_00036_4000,2000,OctSpA1SCG,-50.126503,179.39943,82.22123
091029_29larger_00036_5000,2000,OctSpA1SCG,-20.506031,174.48564,79.16923
091029_29larger_00036_6000,2000,OctSpA1SCG,-16.142833,203.8316,75.55128
091029_29larger_00036_7000,2000,OctSpA1SCG,16.093448,223.22027,44.95204
