Contig,Organism,Size,dim1,dim2,dim3
Sequence0000000128,Metagenome,42234,-59.139717,397.69989,-1.5080135
Sequence0000000129,Metagenome,42154,227.07727,15.485624,-32.793082
Sequence0000000130,Metagenome,41843,-226.42914,-12.589353,-68.548515
Sequence0000000131,Metagenome,41725,198.72279,8.518335,-44.529352
Sequence0000000132,Metagenome,41717,88.42729,35.028147,-75.58796
Sequence0000000133,Metagenome,41515,-273.91938,93.72839,62.221222
Sequence0000000134,Metagenome,41509,-216.02315,10.64602,-42.577619
Sequence0000000135,Metagenome,41373,84.73136,140.98805,-142.13297
Sequence0000000136,Metagenome,41052,-7.589995,55.323751,27.390902
Sequence0000000137,Metagenome,40985,2.0202945,108.23491,-33.986918
Sequence0000000138,Metagenome,40461,-29.778658,34.636868,26.454533
Sequence0000000139,Metagenome,40252,-99.48694,20.525022,7.839699
Sequence0000000140,Metagenome,39911,94.76887,26.364485,18.462626
Sequence0000000141,Metagenome,39906,0.21882021,51.858121,20.906718
Sequence0000000142,Metagenome,39449,-23.764664,43.659168,32.444195
Sequence0000000143,Metagenome,39416,114.02139,17.64511,85.27428
Sequence0000000144,Metagenome,39133,90.62676,-4.6279289,79.60925
Sequence0000000145,Metagenome,39035,139.79147,35.830018,-97.64587
Sequence0000000146,Metagenome,38908,61.979379,23.931061,12.031229
Sequence0000000147,Metagenome,38712,220.82046,-1.6643291,-27.104959
Sequence0000000149,Metagenome,38215,-98.75964,9.987775,19.577285
Sequence0000000150,Metagenome,38015,-337.58109,91.94808,127.72543
Sequence0000000151,Metagenome,37705,66.698905,20.120373,21.987525
Sequence0000000152,Metagenome,37242,-392.54908,-3.1937955,95.03676
Sequence0000000153,Metagenome,37183,153.73078,7.289555,97.00705
Sequence0000000155,Metagenome,36880,-426.35096,-33.527123,74.50191
Sequence0000000156,Metagenome,36772,121.85068,104.37357,-22.428966
Sequence0000000157,Metagenome,36547,-379.18398,-3.5756924,50.741425
Sequence0000000158,Metagenome,36521,-6.772507,375.23325,28.76461
Sequence0000000159,Metagenome,36347,213.62985,22.594313,-39.82461
Sequence0000000160,Metagenome,36202,84.95284,-19.055582,119.13811
Sequence0000000161,Metagenome,36192,-32.362449,35.636972,-12.030221
Sequence0000000163,Metagenome,36049,216.65749,6.6998932,-25.073804
Sequence0000000164,Metagenome,36041,-267.94978,85.49982,60.129027
Sequence0000000165,Metagenome,35991,51.377536,28.322805,6.8220999
Sequence0000000166,Metagenome,35909,186.88495,4.7788916,-22.941863
Sequence0000000167,Metagenome,35901,118.55536,14.424599,-79.07116
Sequence0000000168,Metagenome,35851,54.686674,5.6203042,35.221277
Sequence0000000169,Metagenome,35592,-91.74984,4.6878671,37.880388
Sequence0000000170,Metagenome,35561,153.86532,0.14831957,95.8769
Sequence0000000171,Metagenome,35374,222.25973,9.596587,-41.017529
Sequence0000000173,Metagenome,35260,-428.52957,-24.901282,90.60156
Sequence0000000174,Metagenome,35251,84.35917,-7.487165,76.60338
Sequence0000000175,Metagenome,35229,-255.72176,125.36706,72.85117
Sequence0000000176,Metagenome,35162,-427.74424,-30.308159,84.57925
Sequence0000000177,Metagenome,34881,86.76759,36.376816,-69.804511
Sequence0000000178,Metagenome,34750,-369.28927,0.34760705,89.19967
Sequence0000000179,Metagenome,34726,39.042164,20.00817,-13.0697
Sequence0000000180,Metagenome,34691,213.43574,4.1627264,-34.755287
Sequence0000000181,Metagenome,34652,136.70909,115.94646,148.6884
Sequence0000000182,Metagenome,34625,-122.86169,5.2446772,26.136229
Sequence0000000183,Metagenome,34386,62.409921,106.09046,-29.083082
Sequence0000000184,Metagenome,34371,158.77841,5.085948,80.21349
Sequence0000000185,Metagenome,34288,129.05697,28.777966,-103.19638
Sequence0000000186,Metagenome,34158,-242.86731,13.928824,-51.25407
Sequence0000000188,Metagenome,33890,82.0925,53.24459,-87.60892
Sequence0000000187,Metagenome,33869,217.11333,15.356474,-33.427149
Sequence0000000189,Metagenome,33858,-212.1434,39.34588,-47.097694
Sequence0000000190,Metagenome,33736,-198.03371,10.693543,-81.61139
Sequence0000000191,Metagenome,33305,149.43082,21.135695,-97.97788
Sequence0000000192,Metagenome,33200,-2.0894454,14.148967,67.056493
Sequence0000000193,Metagenome,33035,201.12848,0.40135452,-35.272489
Sequence0000000194,Metagenome,33023,-32.815342,31.160654,39.373432
Sequence0000000196,Metagenome,32908,95.51822,7.963788,73.85182
Sequence0000000197,Metagenome,32722,67.567934,19.446469,22.179976
Sequence0000000198,Metagenome,32700,-80.48089,4.2584311,51.768346
Sequence0000000199,Metagenome,32609,227.92273,18.486055,-27.02952
Sequence0000000200,Metagenome,32369,210.0679,5.7741943,-10.545577
Sequence0000000201,Metagenome,32227,83.02343,5.7143121,88.54482
Sequence0000000202,Metagenome,32062,142.52763,-2.334997,-86.90682
Sequence0000000203,Metagenome,31888,137.00386,-15.307635,76.63362
Sequence0000000204,Metagenome,31839,-59.83285,391.33563,5.6937748
Sequence0000000205,Metagenome,31787,119.57785,4.5506062,83.6318
Sequence0000000206,Metagenome,31715,60.137609,19.184494,3.8111843
Sequence0000000208,Metagenome,31439,-392.20188,-0.9798733,97.66197
Sequence0000000210,Metagenome,31378,-254.68492,-25.622737,-64.385216
Sequence0000000211,Metagenome,31373,-271.11427,110.5951,69.635139
Sequence0000000212,Metagenome,31362,122.07097,-2.5506922,84.37807
Sequence0000000213,Metagenome,31270,213.1731,12.942909,-29.601453
Sequence0000000214,Metagenome,31087,-455.05096,-55.048434,98.36148
Sequence0000000215,Metagenome,31029,130.40377,91.8988,2.1265342
Sequence0000000216,Metagenome,30936,-103.57599,-31.367077,70.33243
Sequence0000000218,Metagenome,30847,88.07365,33.31496,-74.91071
Sequence0000000219,Metagenome,30647,-366.96436,97.38512,68.178005
Sequence0000000220,Metagenome,30631,95.38676,30.316657,27.073669
Sequence0000000221,Metagenome,30525,-234.1199,-51.295958,-58.298506
Sequence0000000222,Metagenome,30503,71.70254,39.645914,9.668078
Sequence0000000223,Metagenome,30461,-90.43461,245.6762,110.69611
Sequence0000000224,Metagenome,30383,-5.8320633,233.10609,122.9753
Sequence0000000226,Metagenome,30018,-412.47703,-34.362286,79.41311
Sequence0000000225,Metagenome,30010,76.55522,25.802259,13.59596
Sequence0000000227,Metagenome,29928,-26.30565,41.620166,33.057703
Sequence0000000228,Metagenome,29799,-294.2541,114.18799,71.80222
Sequence0000000229,Metagenome,29615,-454.87897,-40.521467,99.36815
Sequence0000000231,Metagenome,29571,84.02758,-7.223678,88.67726
Sequence0000000230,Metagenome,29560,-57.472884,-12.841136,72.42494
Sequence0000000232,Metagenome,29522,-35.376292,221.23801,100.96128
Sequence0000000233,Metagenome,29263,75.17811,0.022612569,67.9385
Sequence0000000234,Metagenome,29109,-68.87545,248.93848,112.33082
Sequence0000000235,Metagenome,29099,-244.70838,2.0130523,-61.939486
Sequence0000000236,Metagenome,29070,69.3693,43.427104,-92.67853
Sequence0000000237,Metagenome,29032,-18.002873,44.048585,14.964768
Sequence0000000238,Metagenome,29020,-502.43242,-86.80448,110.86257
Sequence0000000239,Metagenome,28950,-79.15124,23.948169,7.425628
Sequence0000000240,Metagenome,28914,43.397592,-46.341169,124.95182
Sequence0000000241,Metagenome,28871,93.05849,-8.911539,100.07571
Sequence0000000242,Metagenome,28845,-319.44521,94.61151,88.64142
Sequence0000000243,Metagenome,28759,195.41893,17.364319,-46.881016
Sequence0000000244,Metagenome,28715,22.716015,52.197278,-1.0875662
Sequence0000000246,Metagenome,28465,-449.95615,-53.110141,102.07568
Sequence0000000247,Metagenome,28319,-101.88633,-43.391831,88.05517
Sequence0000000249,Metagenome,28215,71.62239,31.019051,19.68862
Sequence0000000248,Metagenome,28208,204.54581,-19.108397,-19.217884
Sequence0000000250,Metagenome,28087,56.526225,12.918542,7.128723
Sequence0000000251,Metagenome,28012,179.8223,72.35606,1.2996648
Sequence0000000252,Metagenome,27876,19.892922,110.17629,-35.193914
Sequence0000000253,Metagenome,27772,134.30193,90.14488,0.52454808
Sequence0000000254,Metagenome,27743,112.98287,-4.2443268,80.43588
Sequence0000000255,Metagenome,27650,-97.92636,24.074015,22.230096
Sequence0000000256,Metagenome,27513,-503.73008,-5.8055669,41.237833
Sequence0000000257,Metagenome,27445,-390.4215,-12.706435,83.60646
Sequence0000000258,Metagenome,27385,-234.23253,10.905909,-68.592636
Sequence0000000259,Metagenome,27346,236.49318,-54.555809,-111.51924
Sequence0000000260,Metagenome,27324,44.780869,10.896942,10.091914
Sequence0000000262,Metagenome,27245,68.586742,8.381485,-86.14718
Sequence0000000263,Metagenome,27182,-125.81611,3.543365,28.249991
Sequence0000000264,Metagenome,27122,70.29533,31.473638,24.271758
Sequence0000000265,Metagenome,26992,-128.12254,-4.9607579,17.303867
Sequence0000000266,Metagenome,26958,-392.89705,86.0699,79.7972
Sequence0000000267,Metagenome,26873,-8.939476,-39.439561,113.29542
Sequence0000000269,Metagenome,26844,-452.44563,-57.719732,103.88077
Sequence0000000270,Metagenome,26579,37.806363,19.798107,94.5518
Sequence0000000271,Metagenome,26404,-527.75184,3.6251656,33.848626
Sequence0000000273,Metagenome,26363,-144.19951,4.738979,26.771052
Sequence0000000272,Metagenome,26359,-424.52781,-250.93607,54.126667
Sequence0000000274,Metagenome,26209,62.089083,114.14046,-13.921698
Sequence0000000275,Metagenome,26209,-53.346454,-61.039321,104.26507
Sequence0000000276,Metagenome,26180,203.7476,28.193697,-43.382528
Sequence0000000277,Metagenome,25969,97.19213,52.923318,-83.26262
Sequence0000000278,Metagenome,25963,111.94267,-8.056426,90.39065
Sequence0000000279,Metagenome,25953,-435.88636,-42.207284,94.37211
Sequence0000000280,Metagenome,25920,76.26192,10.346931,11.771144
Sequence0000000281,Metagenome,25803,-535.47774,-5.8540566,37.34787
Sequence0000000282,Metagenome,25768,19.098835,-2.2185149,77.49532
Sequence0000000283,Metagenome,25673,36.875874,-41.906767,129.0282
Sequence0000000284,Metagenome,25611,111.49474,113.13169,126.20391
Sequence0000000285,Metagenome,25547,151.54734,130.38452,132.68899
Sequence0000000286,Metagenome,25488,140.50785,119.62167,142.01817
Sequence0000000288,Metagenome,25406,-54.52202,44.598827,-19.57823
Sequence0000000289,Metagenome,25293,66.897908,21.936922,18.225116
Sequence0000000290,Metagenome,25276,-223.27907,13.446454,-45.580696
Sequence0000000291,Metagenome,25259,23.478119,115.66506,-29.245489
Sequence0000000293,Metagenome,25152,-41.16105,17.909038,43.732829
Sequence0000000292,Metagenome,25142,226.84515,15.987419,-35.957208
Sequence0000000294,Metagenome,24907,224.4095,12.974444,-16.012465
Sequence0000000295,Metagenome,24889,133.59332,49.352317,-104.4071
Sequence0000000296,Metagenome,24868,136.93736,30.732443,-30.169734
Sequence0000000297,Metagenome,24681,-18.375252,47.045439,-19.304656
Sequence0000000298,Metagenome,24621,154.54978,100.84487,5.1152829
Sequence0000000299,Metagenome,24597,66.348982,13.690502,50.425151
Sequence0000000300,Metagenome,24549,203.0441,33.325642,-36.793792
Sequence0000000302,Metagenome,24371,-331.60323,100.84704,82.98983
Sequence0000000303,Metagenome,24285,40.442612,25.988214,11.5374
Sequence0000000304,Metagenome,24263,146.42663,42.327257,-90.72756
Sequence0000000306,Metagenome,24255,-41.867581,13.614944,-14.084266
Sequence0000000305,Metagenome,24254,-304.75018,103.08123,74.72437
Sequence0000000307,Metagenome,24191,-51.418297,232.26273,104.07159
Sequence0000000308,Metagenome,24179,-57.862959,38.956316,33.144573
Sequence0000000309,Metagenome,24071,91.06853,12.049058,53.063472
Sequence0000000310,Metagenome,24038,-428.9733,-3.2171307,16.360792
Sequence0000000313,Metagenome,24023,55.166132,66.807559,-22.157058
Sequence0000000311,Metagenome,24018,-12.295591,69.27963,12.169745
Sequence0000000312,Metagenome,24016,-33.807424,31.673264,16.737399
Sequence0000000314,Metagenome,23913,-61.861814,416.14104,-8.755103
Sequence0000000316,Metagenome,23575,-397.87293,-40.193216,88.59291
Sequence0000000317,Metagenome,23483,-450.02125,-56.954667,98.30415
Sequence0000000319,Metagenome,23415,-403.606,-16.077705,77.08218
Sequence0000000318,Metagenome,23414,-33.063485,237.77551,98.58422
Sequence0000000320,Metagenome,23392,-100.98858,8.482173,-48.152258
Sequence0000000321,Metagenome,23374,-85.08094,382.27056,6.7298539
Sequence0000000322,Metagenome,23262,196.46459,13.80197,-41.850718
Sequence0000000323,Metagenome,23151,-1.646288,-7.094269,84.00497
Sequence0000000324,Metagenome,23146,-76.35243,245.44429,97.46226
Sequence0000000325,Metagenome,23066,-54.471977,402.32325,-11.863614
Sequence0000000326,Metagenome,23014,-426.46331,10.620799,87.899
Sequence0000000327,Metagenome,22948,-134.75784,173.02691,-17.871931
Sequence0000000328,Metagenome,22940,-292.0225,64.965621,67.413794
Sequence0000000329,Metagenome,22885,-322.23625,28.085995,99.25797
Sequence0000000330,Metagenome,22777,32.602164,224.3913,108.87639
Sequence0000000331,Metagenome,22736,222.79341,21.076433,-21.24451
Sequence0000000332,Metagenome,22584,-47.530406,394.9162,-5.7926295
Sequence0000000333,Metagenome,22575,67.7915,36.068221,6.7780867
Sequence0000000334,Metagenome,22550,-220.52723,-31.443713,-63.763826
Sequence0000000335,Metagenome,22543,95.15681,-4.1147386,87.15973
Sequence0000000336,Metagenome,22534,-52.164945,29.081745,31.858981
Sequence0000000337,Metagenome,22507,-59.860234,40.024313,14.069818
Sequence0000000338,Metagenome,22498,-79.2897,6.8634552,41.85979
Sequence0000000339,Metagenome,22476,217.50813,-76.88051,-115.5623
Sequence0000000340,Metagenome,22385,197.27022,15.37998,-51.712472
Sequence0000000341,Metagenome,22369,113.49289,1.3880097,68.534116
Sequence0000000342,Metagenome,22261,-11.661636,234.78231,98.49413
Sequence0000000343,Metagenome,22235,147.15897,54.079459,-96.87643
Sequence0000000344,Metagenome,22178,55.468455,34.538805,2.6408431
Sequence0000000346,Metagenome,22177,112.5719,0.69308988,77.33635
Sequence0000000345,Metagenome,22170,81.64002,-20.68311,126.5614
Sequence0000000347,Metagenome,22109,57.39174,19.331074,17.471076
Sequence0000000349,Metagenome,22108,126.73808,82.69156,-23.940847
Sequence0000000348,Metagenome,22099,-100.57306,-7.983934,36.203993
Sequence0000000350,Metagenome,22084,-125.88352,57.131872,-78.47119
Sequence0000000352,Metagenome,21955,225.74335,5.2956183,-3.1428992
Sequence0000000353,Metagenome,21952,-83.86819,44.071188,-30.911034
Sequence0000000354,Metagenome,21903,83.16994,-5.1668694,82.06639
Sequence0000000355,Metagenome,21897,-427.35231,-69.089069,97.61066
Sequence0000000356,Metagenome,21853,-356.38988,103.81448,83.1033
Sequence0000000357,Metagenome,21836,-226.75107,31.57392,-66.649933
Sequence0000000358,Metagenome,21678,179.39327,13.475252,-32.712694
Sequence0000000359,Metagenome,21673,-446.09572,-20.143172,79.52567
Sequence0000000360,Metagenome,21592,81.5752,29.472198,14.009009
Sequence0000000361,Metagenome,21589,184.1427,-67.627651,-132.36874
Sequence0000000362,Metagenome,21584,75.72425,23.116289,-86.92138
Sequence0000000363,Metagenome,21430,-421.73278,-11.414942,92.63156
Sequence0000000364,Metagenome,21265,-45.97943,-32.07386,98.08463
Sequence0000000366,Metagenome,21260,154.23926,96.20499,-13.525582
Sequence0000000367,Metagenome,21236,-445.79997,-11.067287,32.698162
Sequence0000000365,Metagenome,21223,-131.30306,120.24362,16.264892
Sequence0000000369,Metagenome,21185,-472.87345,6.1276145,43.565872
Sequence0000000370,Metagenome,21150,-406.21392,-102.26307,-26.462807
Sequence0000000372,Metagenome,21103,82.37355,27.989094,32.915708
Sequence0000000371,Metagenome,21096,-103.55989,27.036541,10.251654
Sequence0000000373,Metagenome,21079,-48.508369,393.01605,-5.2374224
Sequence0000000374,Metagenome,21039,-161.7091,12.39847,15.228073
Sequence0000000375,Metagenome,21036,-435.52082,-69.46989,109.63316
Sequence0000000377,Metagenome,20972,-428.81265,-18.688796,86.71488
Sequence0000000378,Metagenome,20954,-507.42727,13.400191,38.475647
Sequence0000000379,Metagenome,20936,-385.62062,-208.44096,20.395277
Sequence0000000380,Metagenome,20917,132.9167,-10.364438,82.08165
Sequence0000000381,Metagenome,20873,8.929263,52.21132,-23.470307
Sequence0000000382,Metagenome,20814,62.554415,36.973475,6.8392324
Sequence0000000383,Metagenome,20804,21.383614,390.54456,-11.574136
Sequence0000000384,Metagenome,20615,-416.9613,11.243918,70.93506
Sequence0000000385,Metagenome,20592,119.74291,112.48832,-3.7418997
Sequence0000000386,Metagenome,20562,98.29785,92.0255,-17.69145
Sequence0000000387,Metagenome,20560,-87.325,-8.168202,71.45929
Sequence0000000388,Metagenome,20521,-331.58265,13.572552,92.1284
Sequence0000000389,Metagenome,20477,-115.8703,-8.814526,42.463512
Sequence0000000390,Metagenome,20476,-456.05924,-24.935281,43.427181
Sequence0000000391,Metagenome,20443,-292.47736,117.51852,66.660125
Sequence0000000393,Metagenome,20324,-87.86106,20.410488,21.789754
Sequence0000000395,Metagenome,20267,17.964072,25.409951,30.985934
Sequence0000000396,Metagenome,20248,42.585221,28.889385,11.247201
Sequence0000000397,Metagenome,20220,-30.34535,382.8384,20.576822
Sequence0000000398,Metagenome,20182,103.27338,38.748885,26.081748
Sequence0000000400,Metagenome,20064,-232.10376,-10.683274,-47.677462
Sequence0000000399,Metagenome,20063,-367.68711,-131.71116,41.257671
Sequence0000000401,Metagenome,20043,-39.139471,19.380151,-11.360503
Sequence0000000403,Metagenome,20001,36.327116,112.37156,-22.89105
Sequence0000000404,Metagenome,19992,-411.31111,-15.651643,66.0744
Sequence0000000405,Metagenome,19945,-198.3331,11.4023,-80.41467
Sequence0000000406,Metagenome,19929,-121.24448,14.016849,27.785233
Sequence0000000407,Metagenome,19907,-515.914,-23.52658,44.28417
Sequence0000000408,Metagenome,19873,-331.29236,0.13719062,92.21604
Sequence0000000409,Metagenome,19861,-34.017718,228.16864,109.31354
Sequence0000000410,Metagenome,19801,216.62767,-13.103804,85.71941
Sequence0000000411,Metagenome,19785,14.473543,96.92501,7.732711
Sequence0000000412,Metagenome,19780,88.56498,2.8747936,66.16771
Sequence0000000413,Metagenome,19762,106.1214,6.9027539,-84.83748
Sequence0000000414,Metagenome,19724,-229.06128,13.098505,-47.71599
Sequence0000000416,Metagenome,19707,-25.80641,390.12582,1.3914404
Sequence0000000415,Metagenome,19700,-3.7609257,220.69579,134.16655
Sequence0000000417,Metagenome,19700,-13.725768,401.27087,-19.177718
Sequence0000000418,Metagenome,19671,-82.90898,36.700909,22.332975
Sequence0000000419,Metagenome,19652,-296.42095,45.089506,-7.731773
Sequence0000000420,Metagenome,19643,29.742377,28.319865,-19.364163
Sequence0000000421,Metagenome,19632,-40.883052,39.797898,-1.7858253
Sequence0000000425,Metagenome,19514,216.95303,13.002934,-48.859279
Sequence0000000426,Metagenome,19492,-9.006487,-25.601387,82.85088
Sequence0000000427,Metagenome,19482,18.32075,410.57562,-22.668135
Sequence0000000428,Metagenome,19476,-476.41622,-8.209187,82.13352
Sequence0000000429,Metagenome,19430,-99.50535,1.6562469,32.425512
Sequence0000000430,Metagenome,19415,95.66375,-9.551283,83.41543
Sequence0000000432,Metagenome,19397,130.48021,7.558775,90.69844
Sequence0000000431,Metagenome,19395,-61.808964,227.79995,79.24889
Sequence0000000433,Metagenome,19383,-15.616832,32.112836,-13.26745
Sequence0000000434,Metagenome,19335,102.48756,-11.142397,95.39397
